Grid_ID,Ecoregion,F_AREA
1,222,93238336
2,222,93238336
3,222,93238336
4,222,93238336
5,222,93238336
6,222,93238336
7,222,93238336
8,222,93238336
9,222,93238336
10,222,93238336
11,222,93238336
12,222,93238336
13,222,93238336
14,222,93238336
15,222,93238336
16,222,93238336
17,222,93238336
18,222,93238336
19,222,93238336
20,222,93238336
21,222,93238336
22,222,93238336
23,222,93238336
24,222,93238336
25,222,93238336
26,222,93238336
27,222,93238336
28,222,93238336
29,222,93238336
30,222,93238336
31,222,93238336
32,222,93238336
33,222,93238336
34,222,93238336
35,222,93238336
36,222,93238336
37,222,93238336
38,222,93238336
39,222,93238336
40,222,93238336
41,222,93238336
42,222,92340383.65
43,222,3157901.47
52,222,93238336
53,222,93238336
54,222,93238336
55,222,93238336
56,222,93238336
57,222,93238336
58,222,93238336
59,222,93238336
60,222,93238336
61,222,93238336
62,222,93238336
63,222,93238336
64,222,93238336
65,222,93238336
66,222,93238336
67,222,93238336
68,222,93238336
69,222,93238336
70,222,93238336
71,222,93238336
72,222,93238336
73,222,93238336
74,222,93238336
75,222,93238336
76,222,93238336
77,222,93238336
78,222,93238336
79,222,93238336
80,222,93238336
81,222,93238336
82,222,93238336
83,222,93238336
84,222,93238336
85,222,93238336
86,222,93238336
87,222,93238336
88,222,93238336
89,222,93238336
90,222,93238336
91,222,93238336
92,222,93238336
93,222,87146540.92
103,222,93238336
104,222,93238336
105,222,93238336
106,222,93238336
107,222,93238336
108,222,93238336
109,222,93238336
110,222,93238336
111,222,93238336
112,222,93238336
113,222,93238336
114,222,93238336
115,222,93238336
116,222,93238336
117,222,93238336
118,222,93238336
119,222,93238336
120,222,93238336
121,222,93238336
122,222,93238336
123,222,93238336
124,222,93238336
125,222,93238336
126,222,93238336
127,222,93238336
128,222,93238336
129,222,93238336
130,222,93238336
131,222,93238336
132,222,93238336
133,222,93238336
134,222,93238336
135,222,93238336
136,222,93238336
137,222,93238336
138,222,93238336
139,222,93238336
140,222,93238336
141,222,93238336
142,222,93238336
143,222,93238336
144,222,92686600.81
145,222,9804055.01
154,222,93238336
155,222,93238336
156,222,93238336
157,222,93238336
158,222,93238336
159,222,93238336
160,222,93238336
161,222,93238336
162,222,93238336
163,222,93238336
164,222,93238336
165,222,93238336
166,222,93238336
167,222,93238336
168,222,93238336
169,222,93238336
170,222,93238336
171,222,93238336
172,222,93238336
173,222,93238336
174,222,93238336
175,222,93238336
176,222,93238336
177,222,93238336
178,222,93238336
179,222,93238336
180,222,93238336
181,222,93238336
182,222,93238336
183,222,93238336
184,222,93238336
185,222,93238336
186,222,93238336
187,222,93238336
188,222,93238336
189,222,93238336
190,222,93238336
191,222,93238336
192,222,93238336
193,222,93238336
194,222,93238336
195,222,92537857.14
196,222,16484197.97
205,222,93238336
206,222,93238336
207,222,93238336
208,222,93238336
209,222,93238336
210,222,93238336
211,222,93238336
212,222,93238336
213,222,93238336
214,222,93238336
215,222,93238336
216,222,93238336
217,222,93238336
218,222,93238336
219,222,93238336
220,222,93238336
221,222,93238336
222,222,93238336
223,222,93238336
224,222,93238336
225,222,93238336
226,222,93238336
227,222,93238336
228,222,93238336
229,222,93238336
230,222,93238336
231,222,93238336
232,222,93238336
233,222,93238336
234,222,93238336
235,222,93238336
236,222,93238336
237,222,93238336
238,222,93238336
239,222,93238336
240,222,93238336
241,222,93238336
242,222,93238336
243,222,93238336
244,222,93238336
245,222,93238336
246,222,63407686.43
256,222,93238336
257,222,93238336
258,222,93238336
259,222,93238336
260,222,93238336
261,222,93238336
262,222,93238336
263,222,93238336
264,222,93238336
265,222,93238336
266,222,93238336
267,222,93238336
268,222,93238336
269,222,93238336
270,222,93238336
271,222,93238336
272,222,93238336
273,222,93238336
274,222,93238336
275,222,93238336
276,222,93238336
277,222,93238336
278,222,93238336
279,222,93238336
280,222,93238336
281,222,93238336
282,222,93238336
283,222,93238336
284,222,93238336
285,222,93238336
286,222,93238336
287,222,93238336
288,222,93238336
289,222,93238336
290,222,93238336
291,222,93238336
292,222,93238336
293,222,93238336
294,222,93238336
295,222,93238336
296,222,93238336
297,222,48418451.23
307,222,93238336
308,222,93238336
309,222,93238336
310,222,93238336
311,222,93238336
312,222,93238336
313,222,93238336
314,222,93238336
315,222,93238336
316,222,93238336
317,222,93238336
318,222,93238336
319,222,93238336
320,222,93238336
321,222,93238336
322,222,93238336
323,222,93238336
324,222,93238336
325,222,93238336
326,222,93238336
327,222,93238336
328,222,93238336
329,222,93238336
330,222,93238336
331,222,93238336
332,222,93238336
333,222,93238336
334,222,93238336
335,222,93238336
336,222,93238336
337,222,93238336
338,222,93238336
339,222,93238336
340,222,93238336
341,222,93238336
342,222,93238336
343,222,93238336
344,222,93238336
345,222,93238336
346,222,93238336
347,222,93232537.11
347,212,5798.89
348,222,10046159.07
348,212,10456970.87
358,222,93238336
359,222,93238336
360,222,93238336
361,222,93238336
362,222,93238336
363,222,93238336
364,222,93238336
365,222,93238336
366,222,93238336
367,222,93238336
368,222,93238336
369,222,93238336
370,222,93238336
371,222,93238336
372,222,93238336
373,222,93238336
374,222,93238336
375,222,93238336
376,222,93238336
377,222,93238336
378,222,93238336
379,222,93238336
380,222,93238336
381,222,93238336
382,222,93238336
383,222,93238336
384,222,93238336
385,222,93238336
386,222,93238336
387,222,93238336
388,222,93238336
389,222,93238336
390,222,93238336
391,222,93238336
392,222,93238336
393,222,93238336
394,222,93238336
395,222,93238336
396,222,93238336
397,222,93238336
398,222,82732164.35
398,212,10506171.65
399,222,1235014.05
399,212,13410364.91
409,222,93238336
410,222,93238336
411,222,93238336
412,222,93238336
413,222,93238336
414,222,93238336
415,222,93238336
416,222,93238336
417,222,93238336
418,222,93238336
419,222,93238336
420,222,93238336
421,222,93238336
422,222,93238336
423,222,93238336
424,222,93238336
425,222,93238336
426,222,93238336
427,222,93238336
428,222,93238336
429,222,93238336
430,222,93238336
431,222,93238336
432,222,93238336
433,222,93238336
434,222,93238336
435,222,93238336
436,222,93238336
437,222,93238336
438,222,93238336
439,222,93238336
440,222,93238336
441,222,93238336
442,222,93238336
443,222,93238336
444,222,93238336
445,222,93238336
446,222,93238336
447,222,93238336
448,222,93238336
449,222,43373977.01
449,212,47803299.07
450,212,5266935.8
460,222,93238336
461,222,93238336
462,222,93238336
463,222,93238336
464,222,93238336
465,222,93238336
466,222,93238336
467,222,93238336
468,222,93238336
469,222,93238336
470,222,93238336
471,222,93238336
472,222,93238336
473,222,93238336
474,222,93238336
475,222,93238336
476,222,93238336
477,222,93238336
478,222,93238336
479,222,93238336
480,222,93238336
481,222,93238336
482,222,93238336
483,222,93238336
484,222,93238336
485,222,93238336
486,222,93238336
487,222,93238336
488,222,93238336
489,222,93238336
490,222,93238336
491,222,93238336
492,222,93238336
493,222,93238336
494,222,93238336
495,222,93238336
496,222,93238336
497,222,93238336
498,222,93238336
499,222,93238336
500,222,54201942.27
500,212,38419961.83
501,212,6606402.53
511,222,93238336
512,222,93238336
513,222,93238336
514,222,93238336
515,222,93238336
516,222,93238336
517,222,93238336
518,222,93238336
519,222,93238336
520,222,93238336
521,222,93238336
522,222,93238336
523,222,93238336
524,222,93238336
525,222,93238336
526,222,93238336
527,222,93238336
528,222,93238336
529,222,93238336
530,222,93238336
531,222,93238336
532,222,93238336
533,222,93238336
534,222,93238336
535,222,93238336
536,222,93238336
537,222,93238336
538,222,93238336
539,222,93238336
540,222,93238336
541,222,93238336
542,222,93238336
543,222,93238336
544,222,93238336
545,222,93238336
546,222,93238336
547,222,93238336
548,222,93238336
549,222,93238336
550,222,93238336
551,222,69999301.38
551,212,23239034.62
552,212,28178148.8
562,222,93238336
563,222,93238336
564,222,93238336
565,222,93238336
566,222,93238336
567,222,93238336
568,222,93238336
569,222,93238336
570,222,93238336
571,222,93238336
572,222,93238336
573,222,93238336
574,222,93238336
575,222,93238336
576,222,93238336
577,222,93238336
578,222,93238336
579,222,93238336
580,222,93238336
581,222,93238336
582,222,93238336
583,222,93238336
584,222,93238336
585,222,93238336
586,222,93238336
587,222,93238336
588,222,93238336
589,222,93238336
590,222,93238336
591,222,93238336
592,222,93238336
593,222,93238336
594,222,93238336
595,222,93238336
596,222,93238336
597,222,93238336
598,222,93238336
599,222,93238336
600,222,93238336
601,222,93238336
602,222,49956961.84
602,212,43281374.16
603,212,70876478.49
613,222,93238336
614,222,93238336
615,222,93238336
616,222,93238336
617,222,93238336
618,222,93238336
619,222,93238336
620,222,93238336
621,222,93238336
622,222,93238336
623,222,93238336
624,222,93238336
625,222,93238336
626,222,93238336
627,222,93238336
628,222,93238336
629,222,93238336
630,222,93238336
631,222,93238336
632,222,93238336
633,222,93238336
634,222,93238336
635,222,93238336
636,222,93238336
637,222,93238336
638,222,93238336
639,222,93238336
640,222,93238336
641,222,93238336
642,222,93238336
643,222,93238336
644,222,93238336
645,222,93238336
646,222,93238336
647,222,93238336
648,222,93238336
649,222,93238336
650,222,93238336
651,222,93238336
652,222,93238336
653,222,64077063.91
653,212,29161272.09
654,212,82767468.88
655,212,706947.41
664,222,93238336
665,222,93238336
666,222,93238336
667,222,93238336
668,222,93238336
669,222,93238336
670,222,93238336
671,222,93238336
672,222,93238336
673,222,93238336
674,222,93238336
675,222,93238336
676,222,93238336
677,222,93238336
678,222,93238336
679,222,93238336
680,222,93238336
681,222,93238336
682,222,93238336
683,222,93238336
684,222,93238336
685,222,93238336
686,222,93238336
687,222,93238336
688,222,93238336
689,222,93238336
690,222,93238336
691,222,93238336
692,222,93238336
693,222,93238336
694,222,93238336
695,222,93238336
696,222,93238336
697,222,93238336
698,222,93238336
699,222,93238336
700,222,93238336
701,222,93238336
702,222,93238336
703,222,93238336
704,222,48827962.14
704,212,44410373.86
705,212,93238336
706,212,32062101.84
715,222,93238336
716,222,93238336
717,222,93238336
718,222,93238336
719,222,93238336
720,222,93238336
721,222,93238336
722,222,93238336
723,222,93238336
724,222,93238336
725,222,93238336
726,222,93238336
727,222,93238336
728,222,93238336
729,222,93238336
730,222,93238336
731,222,93238336
732,222,93238336
733,222,93238336
734,222,93238336
735,222,93238336
736,222,93238336
737,222,93238336
738,222,93238336
739,222,93238336
740,222,93238336
741,222,93238336
742,222,93238336
743,222,93238336
744,222,93238336
745,222,93238336
746,222,93238336
747,222,93238336
748,222,93238336
749,222,93238336
750,222,93238336
751,222,93238336
752,222,93238336
753,222,93238336
754,222,93238336
755,222,23173557.23
755,212,70064778.77
756,212,93238336
757,212,48149993.45
766,222,93238336
767,222,93238336
768,222,93238336
769,222,93238336
770,222,93238336
771,222,93238336
772,222,93238336
773,222,93238336
774,222,93238336
775,222,93238336
776,222,93238336
777,222,93238336
778,222,93238336
779,222,93238336
780,222,93238336
781,222,93238336
782,222,93238336
783,222,93238336
784,222,93238336
785,222,93238336
786,222,93238336
787,222,93238336
788,222,93238336
789,222,93238336
790,222,93238336
791,222,93238336
792,222,93238336
793,222,93238336
794,222,93238336
795,222,93238336
796,222,93238336
797,222,93238336
798,222,93238336
799,222,93238336
800,222,93238336
801,222,93238336
802,222,93238336
803,222,93238336
804,222,93238336
805,222,93238336
806,222,48142756.96
806,212,45095579.04
807,212,93238336
808,212,29959469.39
817,222,93238336
818,222,93238336
819,222,93238336
820,222,93238336
821,222,93238336
822,222,93238336
823,222,93238336
824,222,93238336
825,222,93238336
826,222,93238336
827,222,93238336
828,222,93238336
829,222,93238336
830,222,93238336
831,222,93238336
832,222,93238336
833,222,93238336
834,222,93238336
835,222,93238336
836,222,93238336
837,222,93238336
838,222,93238336
839,222,93238336
840,222,93238336
841,222,93238336
842,222,93238336
843,222,93238336
844,222,93238336
845,222,93238336
846,222,93238336
847,222,93238336
848,222,93238336
849,222,93238336
850,222,93238336
851,222,93238336
852,222,93238336
853,222,93238336
854,222,93238336
855,222,93238336
856,222,93238336
857,222,84489041.76
857,212,8749294.24
858,222,591634.17
858,212,92646701.83
859,212,26620335.06
868,222,93238336
869,222,93238336
870,222,93238336
871,222,93238336
872,222,93238336
873,222,93238336
874,222,93238336
875,222,93238336
876,222,93238336
877,222,93238336
878,222,93238336
879,222,93238336
880,222,93238336
881,222,93238336
882,222,93238336
883,222,93238336
884,222,93238336
885,222,93238336
886,222,93238336
887,222,93238336
888,222,93238336
889,222,93238336
890,222,93238336
891,222,93238336
892,222,93238336
893,222,93238336
894,222,93238336
895,222,93238336
896,222,93238336
897,222,93238336
898,222,93238336
899,222,93238336
900,222,93238336
901,222,93238336
902,222,93238336
903,222,93238336
904,222,93238336
905,222,93238336
906,222,78654965.49
906,212,14583370.51
907,222,62327547.39
907,212,30910788.61
908,222,60182618.84
908,212,33055717.16
909,222,1281654.6
909,212,91956681.4
910,212,51033628.68
919,222,93238336
920,222,93238336
921,222,93238336
922,222,93238336
923,222,93238336
924,222,93238336
925,222,93238336
926,222,93238336
927,222,93238336
928,222,93238336
929,222,93238336
930,222,93238336
931,222,93238336
932,222,93238336
933,222,93238336
934,222,93238336
935,222,93238336
936,222,93238336
937,222,93238336
938,222,93238336
939,222,93238336
940,222,93238336
941,222,93238336
942,222,93238336
943,222,93238336
944,222,93238336
945,222,93238336
946,222,93238336
947,222,93238336
948,222,93238336
949,222,93238336
950,222,93238336
951,222,93238336
952,222,93238336
953,222,93238336
954,222,93238336
955,222,93238336
956,222,88396786.48
956,212,4841549.52
957,222,11525561.04
957,212,81712774.96
958,212,93238336
959,212,93238336
960,212,93238336
961,212,79928790.82
962,212,618833.1
970,222,93238336
971,222,93238336
972,222,93238336
973,222,93238336
974,222,93238336
975,222,93238336
976,222,93238336
977,222,93238336
978,222,93238336
979,222,93238336
980,222,93238336
981,222,93238336
982,222,93238336
983,222,93238336
984,222,93238336
985,222,93238336
986,222,93238336
987,222,93238336
988,222,93238336
989,222,93238336
990,222,93238336
991,222,93238336
992,222,93238336
993,222,93238336
994,222,93238336
995,222,93238336
996,222,93238336
997,222,93238336
998,222,93238336
999,222,93238336
1000,222,93238336
1001,222,93238336
1002,222,93238336
1003,222,93180674.56
1003,212,57661.44
1004,222,91755327.08
1004,212,1483008.92
1005,222,93121392.22
1005,212,116943.78
1006,222,93238336
1007,222,78609358.2
1007,212,14628977.8
1008,222,525472.74
1008,212,92712863.26
1009,212,93238336
1010,212,93238336
1011,212,93238336
1012,212,93238336
1013,212,67107623.16
1021,222,93238336
1022,222,93238336
1023,222,93238336
1024,222,93238336
1025,222,93238336
1026,222,93238336
1027,222,93238336
1028,222,93238336
1029,222,93238336
1030,222,93238336
1031,222,93238336
1032,222,93238336
1033,222,93238336
1034,222,93238336
1035,222,93238336
1036,222,93238336
1037,222,93238336
1038,222,93238336
1039,222,93238336
1040,222,93238336
1041,222,93238336
1042,222,93238336
1043,222,93238336
1044,222,93238336
1045,222,93238336
1046,222,93238336
1047,222,93238336
1048,222,93238336
1049,222,93238336
1050,222,93238336
1051,222,93238336
1052,222,93238336
1053,222,93238336
1054,222,58603380.31
1054,212,34634955.69
1055,222,28182917.34
1055,212,65055418.66
1056,222,21231931.59
1056,212,72006404.41
1057,222,51868304.82
1057,212,41370031.18
1058,222,12541683.58
1058,212,80696652.42
1059,212,93238336
1060,212,93238336
1061,212,93238336
1062,212,93238336
1063,212,93238336
1064,212,81274012.89
1072,222,93238336
1073,222,93238336
1074,222,93238336
1075,222,93238336
1076,222,93238336
1077,222,93238336
1078,222,93238336
1079,222,93238336
1080,222,93238336
1081,222,93238336
1082,222,93238336
1083,222,93238336
1084,222,93238336
1085,222,93238336
1086,222,93238336
1087,222,93238336
1088,222,93238336
1089,222,93238336
1090,222,93238336
1091,222,93238336
1092,222,93238336
1093,222,93238336
1094,222,93238336
1095,222,93238336
1096,222,93238336
1097,222,93238336
1098,222,93238336
1099,222,93238336
1100,222,93238336
1101,222,93238336
1102,222,93238336
1103,222,83508525.21
1103,212,9729810.79
1104,222,86192019.66
1104,212,7046316.34
1105,222,64388830.66
1105,212,28849505.34
1106,212,93238336
1107,222,254026.37
1107,212,92984309.63
1108,222,15079346.81
1108,212,78158989.19
1109,212,93238336
1110,212,93238336
1111,212,93238336
1112,212,93238336
1113,212,93238336
1114,212,93238336
1115,212,67837048
1123,222,93238336
1124,222,93238336
1125,222,93238336
1126,222,93238336
1127,222,93238336
1128,222,93238336
1129,222,93238336
1130,222,93238336
1131,222,93238336
1132,222,93238336
1133,222,93238336
1134,222,93238336
1135,222,93238336
1136,222,93238336
1137,222,93238336
1138,222,93238336
1139,222,93238336
1140,222,93238336
1141,222,93238336
1142,222,93238336
1143,222,93238336
1144,222,93238336
1145,222,93238336
1146,222,92793624.04
1146,212,444711.96
1147,222,48562481.56
1147,212,44675854.44
1148,222,44034875.89
1148,212,49203460.11
1149,222,86067817.28
1149,212,7170518.72
1150,222,93238336
1151,222,93238336
1152,222,93238336
1153,222,93238336
1154,222,60541402.35
1154,212,32696933.65
1155,222,5449464.47
1155,212,87788871.53
1156,222,12837215.7
1156,212,80401120.3
1157,212,93238336
1158,212,93238336
1159,212,93238336
1160,212,93238336
1161,212,93238336
1162,212,93238336
1163,212,93238336
1164,212,93238336
1165,212,93238336
1166,212,86147901.67
1167,212,49123.9
1174,222,93238336
1175,222,93238336
1176,222,93238336
1177,222,93238336
1178,222,93238336
1179,222,93238336
1180,222,93238336
1181,222,93238336
1182,222,93238336
1183,222,93238336
1184,222,93238336
1185,222,93238336
1186,222,93238336
1187,222,93238336
1188,222,93238336
1189,222,93238336
1190,222,93238336
1191,222,79652393.17
1191,212,13585942.83
1192,222,37487437.62
1192,212,55750898.38
1193,222,53969199.37
1193,212,39269136.63
1194,222,89070462.73
1194,212,4167873.27
1195,222,89072871.15
1195,212,4165464.85
1196,222,63513227.47
1196,212,29725108.53
1197,222,24960188.85
1197,212,68278147.15
1198,222,39138029.4
1198,212,54100306.6
1199,222,9053339.7
1199,212,84184996.3
1200,222,81119462.28
1200,212,12118873.72
1201,222,93238336
1202,222,93238336
1203,222,93238336
1204,222,93238336
1205,222,74871060.41
1205,212,18367275.59
1206,222,2218770.4
1206,212,91019565.6
1207,212,93238336
1208,212,93238336
1209,212,93238336
1210,212,93238336
1211,212,93238336
1212,212,93238336
1213,212,80779243.19
1214,212,74589860.06
1215,212,93238336
1216,212,93238336
1217,212,93238336
1218,212,10353060.86
1225,222,93238336
1226,222,93238336
1227,222,93238336
1228,222,93238336
1229,222,93238336
1230,222,93238336
1231,222,93238336
1232,222,93238336
1233,222,93238336
1234,222,93238336
1235,222,93238336
1236,222,93238336
1237,222,93238336
1238,222,93238336
1239,222,93238336
1240,222,93238336
1241,222,93238336
1242,222,57463639.6
1242,212,35774696.4
1243,212,93238336
1244,212,93238336
1245,222,685518.63
1245,212,92552817.37
1246,222,3950029.86
1246,212,89288306.14
1247,222,592098.61
1247,212,92646237.39
1248,212,93238336
1249,212,93238336
1250,222,3429252.64
1250,212,89809083.36
1251,222,27319129.8
1251,212,65919206.2
1252,222,75984136.86
1252,212,17254199.14
1253,222,90247446.71
1253,212,2990889.29
1254,222,25148418.65
1254,212,68089917.35
1255,222,27140042.62
1255,212,66098293.38
1256,222,26594394.96
1256,212,66643941.04
1257,212,93238336
1258,212,93238336
1259,212,93238336
1260,212,93238336
1261,212,93238336
1262,212,93238336
1263,212,93238336
1264,212,63676331.28
1265,212,15123242.68
1266,212,78587999.32
1267,212,93238336
1268,212,93238336
1269,212,43186906.66
1276,222,93238336
1277,222,93238336
1278,222,93238336
1279,222,93238336
1280,222,93238336
1281,222,93238336
1282,222,93238336
1283,222,93238336
1284,222,93238336
1285,222,93238336
1286,222,93238336
1287,222,93238336
1288,222,93238336
1289,222,93238336
1290,222,93238336
1291,222,93238336
1292,222,86533822.1
1292,212,6704513.9
1293,222,4512754.01
1293,212,88725581.99
1294,212,93238336
1295,212,93238336
1296,212,93238336
1297,212,93238336
1298,212,93238336
1299,212,93238336
1300,212,93238336
1301,212,93238336
1302,222,7899886.19
1302,212,85338449.81
1303,222,2052492.88
1303,212,91185843.12
1304,222,4873453.93
1304,212,88364882.07
1305,212,93238336
1306,212,93238336
1307,212,93238336
1308,212,93238336
1309,212,93238336
1310,212,93238336
1311,212,93238336
1312,212,93238336
1313,212,93238336
1314,212,93238336
1315,212,83319698.57
1316,212,86386.16
1317,212,4362773.49
1318,212,88611373.07
1319,212,93238336
1320,212,87292291.86
1321,212,4357827.92
1327,222,93238336
1328,222,93238336
1329,222,93238336
1330,222,93238336
1331,222,93238336
1332,222,93238336
1333,222,93238336
1334,222,93238336
1335,222,93238336
1336,222,93238336
1337,222,93238336
1338,222,93238336
1339,222,93238336
1340,222,93238336
1341,222,83428517.94
1341,212,9809818.06
1342,222,67880032.79
1342,212,25358303.21
1343,222,44566785.37
1343,212,48671550.63
1344,212,93238336
1345,212,93238336
1346,212,93238336
1347,212,93238336
1348,212,93238336
1349,212,93238336
1350,212,93238336
1351,212,93238336
1352,212,93238336
1353,212,93238336
1354,212,93238336
1355,212,93238336
1356,212,93238336
1357,212,93238336
1358,212,93238336
1359,212,93238336
1360,212,93238336
1361,212,93238336
1362,212,93238336
1363,212,93238336
1364,212,93238336
1365,212,93238336
1366,212,93238336
1367,212,33052937.73
1369,212,49073728.56
1370,212,93238336
1371,212,93238336
1372,212,29505443.24
1378,222,93238336
1379,222,93238336
1380,222,93238336
1381,222,93238336
1382,222,93238336
1383,222,93238336
1384,222,93238336
1385,222,93238336
1386,222,93238336
1387,222,93238336
1388,222,93238336
1389,222,93238336
1390,222,93001144.32
1390,212,237191.68
1391,222,47596848.22
1391,212,45641487.78
1392,222,7714391.87
1392,212,85523944.13
1393,222,990799.44
1393,212,92247536.56
1394,212,93238336
1395,212,93238336
1396,212,93238336
